CO_UNIDADE;NO_UNIDADE
4130;NOVA GRANADA, SP
4132;ROMEIROS, SP
4134;JARDIM SUL, SP
4135;NOVA FIESTA, SP
4136;TIBURCIO DE SOUZA, SP
4137;VILA PROGRESSO, SP
4138;AV RIO PEQUENO, SP
4139;SP MARKET, SP
4140;SHOPPING PRAIAMAR, SP
4141;PACAEMBU, SP
4142;NOSSA SENHORA SABARA, SP
4143;PRACA ZE GAROTO, RJ
4144;AV RIO BRANCO, RJ
4145;BEIJA-FLOR, RJ
4146;ITAIPAVA, RJ
4147;JARDIM DO MEIER, RJ
4148;RECREIO DOS BANDEIRANTES, RJ
4149;VILAR DOS TELES, RJ
4150;PRACA ITAQUERA, SP
4151;CAPELA, SP
4152;AV FREDERICO LINCK, RS
4153;PREF MUNICIPAL DE OURINHOS, SP
4154;SHOPPING INTERLAR ARICANDUVA, SP
4155;CENTRO EMPRESARIAL, SP
4156;REPUBLICA ARGENTINA, PR
4157;SHOPPING CIDADE, MG
4158;METRO ANA ROSA, SP
4159;CENTRAL PLAZA SHOPPING, SP
4160;MONGOIOS, BA
4161;BAIRRO PARAISO, RJ
4162;NILO PECANHA, RJ
4164;BAIRRO PIO X, RS
4166;CEILANDIA NORTE, DF
4167;SAMAMBAIA, DF
4171;JUSTICA FEDERAL DOURADOS, MS
4173;UNOCHAPECO, SC
4176;DAE SANTA BARBARA D OESTE, SP
4177;PREF MUNICIPAL SUMARE, SP
4178;PREF MUNICIPAL POCOS DE CALDAS, MG
4179;UNIFENAS, MG                       
4180;PREFEITURA MUNICIPAL BAURU, SP
4181;JF FRANCISCO BELTRAO, PR
4182;JUSTICA DO TRABALHO PATO BRANCO, PR
4183;TANABI, SP
4184;AVENIDA GETULIO VARGAS, SP
4185;CIDADE DE GUARA, SP
4186;FUMEP, SP
4187;SAO MIGUEL DO GUAMA, PA
4188;CAPITAL DA MUSICA, SP
4189;PREF MUNICIPAL MOGI GUACU, SP
4190;HOSPITAL METROPOLITANO, ES
4191;PREF MUNICIPAL CAMACARI, BA
4192;MUQUICABA, ES
4193;ROCINHA, RJ
4194;SANTA FE DE GOIAS, GO
4203;RECREIO SHOPPING, RJ
4204;GOVERNO DO ESTADO DE GOIAS, GO
4205;DOIS CORREGOS, SP
4206;CERQUEIRA CESAR, SP
4207;VISTA ALEGRE, SP
4208;GENERAL SALGADO, SP
4209;AURIFLAMA, SP
4210;JARDIM REDENTOR, SP
4211;SALTO DE PIRAPORA, SP
4212;AQUIDABA, SP
4213;ATENAS DO SUL, SP
4214;DIGITAL CAMPINA GRANDE, PB
4215;CIDADE DAS ESCOLAS, SP
4216;BAIRRO SANTA MONICA, MG
4218;HUMAITA, AM
4221;PADRE BERNARDO, GO
4222;CIDADE OCIDENTAL, GO
4223;SANTO ANTONIO DO DESCOBERTO, GO
4224;MARTINOPOLIS, SP
4225;SANTA TEREZINHA, SP
4226;JARDIM ROSOLEN, SP
4227;JARDIM AMANDA, SP
4228;AV CHARLES SCHNEIDER, SP
4229;BANHADO, SP
4230;POLVILHO, SP
4231;CIDADE DE VALPARAISO, SP
4232;PIRAPOZINHO, SP
4233;TEODORO SAMPAIO, SP
4234;PORTAL DO PARANAPANEMA, SP
4235;BAIRRO DO CARMO, SP
4236;AMERICO BRASILIENSE, SP
4237;VILA APARECIDA, SP
4238;ALTO DA FIUSA, SP
4239;CORPORATIVO SALVADOR
4240;EMPRESARIAL NATAL, RN
4241;CONJUNTO NACIONAL SAO PAULO, SP
4242;BOULEVARD RIBEIRAO PRETO, SP
4243;BURITAMA, SP
4244;CASSINO, RS
4245;EMPRESARIAL MACEIO, AL
4246;EMPRESARIAL MANAUS, AM
4247;MARAPONGA, CE
4248;EMPRESARIAL SALVADOR, BA
4249;EMPRESARIAL FORTALEZA, CE
4250;EMPRESARIAL SAO LUIS, MA
4251;EMPRESARIAL BELEM, PA
4252;RORAINOPOLIS, RR
4253;EMPRESARIAL RECIFE, PE
4254;EUSEBIO, CE
4255;CORPORATIVO BELO HORIZONTE
4256;EMPRESARIAL VITORIA, ES
4257;EMPRESARIAL BELO HORIZONTE, MG
4258;EMPRESARIAL DIVINOPOLIS, MG
4259;EMPRESARIAL GOVERNADOR VALADARES,MG
4260;EMPRESARIAL JUIZ DE FORA, MG
4261;EMRESARIAL UBERLANDIA, MG
4262;EMPRESARIAL NITEROI, RJ
4263;EMPRESARIAL RIO DE JANEIRO, RJ
4264;EMPRESARIAL DUQUE DE CAXIAS, RJ
4265;CORPORATIVO PORTO ALEGRE
4266;EMPRESARIAL CURITIBA LESTE, PR
4267;EMPRESARIAL CURITIBA OESTE, PR
4268;EMPRESARIAL MARINGA, PR
4269;EMPRESARIAL BLUMENAU, SC
4270;EMPRESARIAL FLORIANOPOLIS, SC
4271;EMPRESARIAL JOINVILLE, SC
4272;CORPORATIVO CAMPINAS
4273;EMPRESARIAL CAMPOS, RJ
4274;VIA EXPRESSA, AL
4275;ALPINOPOLIS, MG
4276;EMPRESARIAL ABC, SP
4277;EMPRESARIAL BAIXADA SANTISTA, SP
4278;EMPRESARIAL PENHA, SP
4279;ITAPAGIPE, MG
4280;EMPRESARIAL PINHEIROS, SP
4281;EMPRESARIAL PIRACICABA, SP
4282;EMPRESARIAL RIBEIRAO PRETO, SP
4283;EMPRESARIAL SANTANA, SP
4284;EMPRESARIAL SANTO AMARO, SP
4285;EMPRESARIAL SAO JOSE RIO PRETO, SP
4286;EMPRESARIAL SE, SP
4287;EMPRESARIAL SOROCABA, SP
4288;UNIAO, PI
4289;LENCOIS MARANHENSES, MA
4290;ESTREITO, MA
4291;NOSSA SENHORA DO ROSARIO, MA
4292;SIDROLANDIA, MS
4293;EMPRESARIAL VALE DO PARAIBA, SP
4302;PM MESSIAS, AL
4303;PM ALTO HORIZONTE DE GOIAS, GO
4304;PM OURO VERDE DE GOIAS, GO
4305;PM LEOPOLDO DE BULHOES, GO
4306;DIGITAL IMPERATRIZ, MA
4307;CIDADE DE PALMITAL, PR
4308;OUROLANDIA, BA
4309;DIGITAL VALE DO SAO FRANCISCO, PE
4310;EMPRESARIAL SANTA MARIA, RS
4311;EMPRESARIAL PASSO FUNDO, RS
4312;EMPRESARIAL CAXIAS DO SUL, RS
4313;EMPRESARIAL CHAPECO, SC
4314;EMPRESARIAL CUIABA, MT
4315;EMPRESARIAL LONDRINA, PR
4316;EMPRESARIAL BRASILIA, DF
4317;EMPRESARIAL CASCAVEL, PR
4318;RODRIGUES ALVES, AC
4319;PREF MUNICIPAL GRAVATAL, SC
4320;PM DUARTINA, SP
4321;CEDAF FLORESTAL, MG
4322;ALTO ALEGRE, RR
4323;JAIBA, MG
4324;CARMOPOLIS, SE
4325;ATENAGORAS CRISPIM, SE
4326;CAIARI, RO
4327;CANARANA, MT
4331;RECANTO DAS EMAS, DF
4332;BARRA DO RIO CERRO, SC
4333;IBATIBA, ES
4334;CEREJEIRAS, RO
4335;COLORADO DO OESTE, RO
4336;VALONGO, SP
4337;BARAO DE MIRACEMA, RJ
4338;POCO VERDE, SE
4339;SERRA AZUL, GO
4340;CHAPADAO DO CEU, GO
4341;VISTA DA SERRA, PR
4342;PAU DA LIMA, BA
4343;SERRA DE CALDAS, GO
4344;SARZEDO, MG
4345;NOVA PONTE, MG
4346;FRONTEIRA, MG
4349;JUNQUEIROPOLIS, SP
4350;JUQUIA, SP
4351;JARDIM ESPLANADA, SP
4353;18 DE FEVEREIRO, SP
4354;JARDIM MORADA DO SOL, SP
4355;NAZARE PAULISTA, SP
4356;CUNHA, SP
4357;POTIM, SP
4358;ITAI, SP
4360;MARECHAL, SP
4361;PARQUE DO PEAO, SP
4362;METROPOLE, SP
4363;NOVE DE JULHO JARDINS, SP
4364;PRESIDENTE GETULIO VARGAS, SP
4365;LUIS CORREIA, PI
4366;COCAL, PI
4367;ABOLICAO, CE
4368;IPUEIRAS, CE
4370;NOSSA SRA. DE BOA VIAGEM, CE
4371;PACATUBA, CE
4372;TAMBORIL, CE
4373;PEDRA PRETA, RJ
4374;BELA VISTA DE GOIAS, GO
4375;ATERRADO, RJ
4376;MANILHA, RJ
4377;COSTA VERDE, RJ
4378;TRAIRI, CE
4379;5 DE AGOSTO, GO
4380;ALTO SAO JOAO, TO
4381;AUGUSTINOPOLIS, TO
4382;RIO PARANAIBA, MG
4383;MATIAS BARBOSA, MG
4384;SAO JOSE DA LAPA, MG
4385;JARDIM CANADA, MG
4386;DA BARRA, MG
4387;BAIRRO SANTA AMELIA, MG
4388;ITATIAIUCU, MG
4389;ITAGUARA, MG
4390;LAGOS DE MINAS, MG
4391;MATIPO, MG
4392;BELO ORIENTE, MG
4393;ZONA SUL, MG
4394;CIDADE DE TAPEJARA, PR
4395;PINEVILLE, PR
4396;BALSA NOVA, PR
4398;ITACAIUNAS, PA
4399;CANAA DOS CARAJAS, PA
4400;NOVA PARAUAPEBAS, PA
4401;DIVINO, MG
4402;ESTRADA DOS TRES RIOS, RJ
4403;JARDIM MARILEIA, RJ
4404;TIBAGI, PR
4405;CARAMBEI, PR
4406;MAURITI, CE
4407;ALVARO WEYNE, CE
4408;LUCIANO BARRETO JUNIOR, SE
4412;SANTA ISABEL DO PARA, PA
4413;VARZEA ALEGRE, CE
4414;CRIXAS, GO
4415;AV MINISTRO ARI FRANCO, RJ
4416;ORIZONA, GO
4417;JAGUAPITA, PR
4418;FIRMINOPOLIS, GO
4419;PARAUNA, GO
4420;ESTRADA DO FIO, CE
4421;CORUMBA DE GOIAS , GO
4424;SIMOES LOPES, RS
4425;BOCA DO MONTE, RS
4426;MOSTARDAS, RS
4428;RINCAO, RS
4429;BAIRRO RIO BRANCO, RS
4431;MARECHAL FLORIANO, RS
4432;SAO FRANCISCO DE ASSIS, RS
4433;CORACAO DO RIO GRANDE, RS
4434;SAO JOSE DO NORTE, RS
4435;PALMARES DO SUL, RS
4436;PRACA DO PORTAO, RS
4437;BAIRRO SAO CRISTOVAO, RJ
4438;CUNHA PORA, SC
4439;ANTONIO CARLOS, SC
4440;POUSO REDONDO, SC
4441;PRESIDENTE GETULIO, SC
4442;CASSILANDIA, MS
4445;CANTO DO BURITI, PI
4446;DELTA DO PARNAIBA, PI
4448;ITAIPU, RJ
4449;CANTUARIA, BA
4450;MARAGOJIPE, BA
4451;PAPANDUVA, SC
4452;CORREIA PINTO, SC
4453;LAURO MULLER, SC
4454;PARANAITA, MT
4455;MUNDO NOVO, MS
4456;MONSENHOR FELIX, RJ
4457;ARARIBOIA, RJ
4458;FELIZ NATAL, MT
4459;MATUPA, MT
4460;GRANDE COLORADO, DF
4461;GAMA LESTE, DF
4462;COMERCIAL NORTE, DF
4463;PISTAO SUL, DF
4464;AGU SEDE, DF
4465;ITIQUIRA, MT
4466;TAPURAH, MT
4467;PEIXOTO DE AZEVEDO, MT
4469;CARIRA, SE
4470;RIBEIROPOLIS, SE
4471;BARRA DOS COQUEIROS, SE
4472;VISTA ALEGRE RIO, RJ
4473;SAO MIGUEL DO GUAPORE, RO
4474;TERRA RICA, PR
4475;INDIARA, GO
4476;VILA BRASILIA, GO
4477;BOQUIM, SE
4478;NEOPOLIS, SE
4479;SANTA LUZIA DO PARUA, MA
4480;SANTA RITA DO MARANHAO, MA
4481;GUARAI, TO
4482;310 SUL, DF
4483;SAMAMBAIA SUL, DF
4484;SANTA QUITERIA, CE
4487;PARQUE DOM PEDRO, SP
4488;AV CASTELO BRANCO, SP
4490;CAMPINAS SHOPPING, SP
4491;BORBOREMA PAULISTA, SP
4492;ALVINOPOLIS, SP
4493;AV IACANGA, SP
4494;CIDADE DOS PINHEIRAIS, SP
4495;CORUMBAIBA, GO
4496;MARA ROSA, GO
4497;CORPORATIVO RIO DE JANEIRO
4498;ALTINOPOLIS, SP
4499;BERCO DA REPUBLICA, SP
4500;FORMOSINHA, GO
4501;VALPARAISO CENTRO, GO
4502;12 DE OUTUBRO, GO
4506;NOSSA SENHORA DA LUZ, RS
4507;TAPERA, RS
4508;AV OTTO NIEMEYER, RS
4511;SETOR BANCARIO NORTE, DF
4515;NOVA AMERICA, RJ
4519;AV T2, GO
4520;AV 136, GO
4522;IPIXUNA DO PARA, PA
4523;CAPITAO POCO, PA
4524;NOVO REPARTIMENTO, PA
4525;DOM ELISEU, PA
4526;IGARAPE MIRI, PA
4527;MAE DO RIO, PA
4529;PICANCO, SP
4530;CIDADE DUTRA, SP
4531;JARDIM DAS IMBUIAS, SP
4532;FILHOS DA TERRA, SP
4533;VALO VELHO, SP
4534;SANTO ANTONIO, MG
4535;CAMPOS ALTOS, MG
4536;JEQUITINHONHA, MG
4537;BAIRRO FOCH, MG
4538;CAMPO MAGRO, PR
4539;AUTAZES, AM
4540;BORBA, AM
4541;MANICORE, AM
4542;LABREA, AM
4543;CACUIA, RJ
4546;MANDIRITUBA, PR
4547;CONTENDA, PR
4548;JACIOBA, AL
4549;AV SENADOR VIRGILIO TAVORA, CE
4550;CAMPUS DO PICI, CE
4551;PAPICU, CE
4552;XINGO, AL
4553;SHOPPING DAYS, RJ
4554;PORTO MURTINHO, MS
4555;ANASTACIO, MS
4556;MIRANDA, MS
4557;VILA JOANIZA, SP
4558;TABOAO, SP
4559;AGUA RASA, SP
4560;RIO PRETO DA EVA, AM
4561;MUSEU DO IPIRANGA, SP
4562;SHOPPING CIDADE NORTE, SP
4563;CAREIRO, AM
4564;BARCELONA, SP
4566;IRANDUBA, AM
4567;PONTA DA PRAIA, SP
4568;PARIQUERA-ACU, SP
4569;CONTINENTAL, SP
4570;MANOA, AM
4571;MACEDO, SP
4572;NORTE MANAUARA, AM
4573;LAUZANE, SP
4574;PRAIA DA ENSEADA, SP
4575;PRESIDENTE FIGUEIREDO, AM
4576;FORMOSA DO RIO PRETO, BA
4577;PARATINGA, BA
4578;PRADO, BA
4579;CANDIDO SALES, BA
4580;MONTIVIDIU, GO
4581;CANAVIEIRAS, BA
4582;ITABELA, BA
4583;SANTA RITA DE CASSIA, BA
4584;SANTANENSE, BA
4585;SAO DESIDERIO, BA
4586;ESTRADA DO COCO, BA
4587;PRAIA DO FORTE, BA
4588;BAIRRO CANDEIAS, BA
4589;CACULE, BA
4591;PECEM, CE
4592;OLHO D AGUA DAS FLORES, AL
4593;CORONEL VIVIDA, PR
4594;TUPI, PR
4595;CANSANCAO, BA
4596;CICERO DANTAS, BA
4597;CORACAO DE MARIA, BA
4598;INHAMBUPE, BA
4599;MONTE SANTO, BA
4600;RIO REAL, BA
4601;IRAQUARA, BA
4602;VALENTE, BA
4603;MOREIRA SALES, PR
4604;ALFREDO CHAVES, ES
4606;GIRAU DO PONCIANO, AL
4607;CENTRAL LARANJEIRAS, ES
4608;ECOPORANGA, ES
4609;PIEN, PR
4610;NOVA OLIMPIA, MT
4611;SONORA, MS
4612;JOSE DE FREITAS, PI
4613;SETOR OESTE, GO
4614;LAGO DAS ROSAS, GO
4615;JARDIM AVELINO, SP
4616;PATRIOTAS, SP
4617;PARQUE DO ESTADO, SP
4619;METRO SAO JUDAS, SP
4622;PIRACURUCA, PI
4623;PEDRO II, PI
4624;MONDAI, SC
4625;CANASVIEIRAS, SC
4626;QUILOMBO, SC
4631;CIDADE ADEMAR, SP
4632;JARDIM CAMARGO NOVO, SP
4633;CORIOLANO, SP
4634;VILA JACUI, SP
4635;CASTELO BRANCO, SP
4636;CLODOMIRO AMAZONAS, SP
4637;NOVA ALVORADA DO SUL, MS
4638;SALOME, AL
4639;CAMPO ALEGRE, AL
4640;JOAQUIM GOMES, AL
4641;NOVA CRIXAS, GO
4642;ITALVA, RJ
4643;CAMPOS DE JULIO, MT
4645;RUA VITORIA, SP
4646;PARQUE SAO VICENTE, SP
4647;PARQUELANDIA, CE
4648;ANIL, RJ
4649;24 DE JUNHO, PR
4650;AVENIDA FELICIANO SODRE, RJ
4651;IPE, MT
4652;VIANOPOLIS, GO
4654;VARGEM ALTA, ES
4655;ESTRADA MANOEL DE SA, RJ
4656;ITAMBE, BA
4657;PAI ETERNO, GO
4658;SOUZA RAMOS, GO
4659;PARQUE VALENTINA MIRANDA, RJ
4660;QUISSAMA, RJ
4661;RECONCAVO, BA
4662;ENTRE RIOS, BA
4663;PARAMIRIM, BA
4664;BELMONTE, BA
4666;SERRA DO RAMALHO, BA
4667;UAUA, BA
4668;ITACARE, BA
4669;COARACI, BA
4670;ESTACAO DAS BARCAS, RJ
4671;ACREUNA, GO
4673;SHOPPING JATAHY, GO
4674;BAIRRO SANTA CATARINA, RS
4675;RAINHA DA FRONTEIRA, RS
4676;VILA MARIANA, SP
4677;AV CELSO GARCIA, SP
4678;PEDRA LISA, SP
4679;MEMORIAL, SP
4680;ALAMEDA RIO NEGRO, SP
4681;LARGO DO CAPAO, SP
4682;ITAITINGA, CE
4683;JURUTI, PA
4684;CIDADE MODELO, PA
4685;TAPAJOS, PA
4686;GARRAFAO DO NORTE, PA
4687;URUARA, PA
4688;JACUNDA, PA
4689;GRANDE BOM JARDIM, CE
4690;IMACULADA CONCEICAO, CE
4691;JARDIM GOIAS, GO
4692;SANTO ANTONIO DO SUDOESTE, PR
4693;MARACAS, BA
4694;MUNDO NOVO DA BAHIA, BA
4695;ARATU, BA
4696;IPITANGA, BA
4697;BELA FLOR, BA
4698;SAO PAULO DE OLIVENCA, AM
4699;AV MANGALO, GO
4700;SETOR RODOVIARIO, GO
4701;AV DR VICTOR DO AMARAL, PR
4702;VENTURA TOWER, RJ
4703;NOVA SAO JOSE, SP
4704;MILLENNIUM, AM
4705;ARROIO DO TIGRE, RS
4706;VILA KOSMOS, RJ
4707;SAO LAZARO, AP
4708;PACOVAL, AP
4709;JARDIM ZAIRA, SP
4710;AV MAURILIO BIAGI, SP
4711;BARONESA DE JUNDIAI, SP
4712;COTOVIA, SP
4713;AV VEREADOR ABEL FERREIRA, SP
4714;FERRAZOPOLIS, SP
4715;RUA TOBIAS BARRETO, SP
4716;JARDIM JAPAO, SP
4717;PARQUE BOTURUSSU, SP
4718;CONCHAL, SP
4719;BAIRRO JARDIM, SP
4720;JARDIM ESTHER, SP
4721;GAROPABA, SC
4722;MOROTIN, RS
4723;OIAPOQUE, AP
4724;VILA DE SANTA MARIA, RJ
4725;INGA, RJ
4726;ARROIO DOS RATOS, RS
4727;ALTOS, PI
4728;ARAQUARI, SC
4729;PORTO BELO, SC
4730;APARECIDA DO TABOADO, MS
4731;BARAO DE ITAPURA, SP
4732;BONITO, MS
4733;LAGOA DA CONCEICAO, SC
4734;CACU, GO
4735;CAIAPONIA, GO
4736;PONTALINA, GO
4738;FORUM OLINDA, PE
4739;PAUDALHO, PE
4741;CIDADE MORENA, MS
4742;PARK SHOPPING VILHENA, RO
4743;IMBE, RS
4744;TATUQUARA, PR
4745;NOVA MAMORE, RO
4746;POCONE, MT
4747;SULACAP, RJ
4748;AV ABELARDO BUENO, RJ
4749;OPEN MALL, RJ
4750;ESTRADA DOS BANDEIRANTES, RJ
4752;SALGADO, PE
4753;RIBEIRAO, PE
4754;CATENDE, PE
4755;COMENDADOR SOARES, RJ
4756;FORUM JABOATAO, PE
4757;PASSARELA, RJ
4758;29 DE DEZEMBRO, PE
4759;RIO MAR, PE
4760;PARQUE CIDADE, DF
4761;PRACA DA MATRIZ, RJ
4762;PALACIO DA ABOLICAO, CE
4763;ENG PAULO DE FRONTIN, RJ
4764;AMELIA RODRIGUES, BA
4765;ARACI, BA
4766;CASA NOVA, BA
4767;CONCEICAO DO JACUIPE, BA
4769;IRARA, BA
4770;ITIUBA, BA
4771;JAGUARARI, BA
4772;JEREMOABO, BA
4773;MIGUEL CALMON, BA
4774;AVENIDA GARIBALDI, BA
4775;RUA DA CANDELARIA, RJ
4776;TERRA VERMELHA, ES
4777;ORFANATO, SP
4778;PRACA DO FORRO, SP
4779;AV RIO DAS PEDRAS, SP
4780;LARGO DO LUME, RJ
4781;RUA DO SENADO, RJ
4782;ARAGARCAS, GO
4783;PETROLINA DE GOIAS, GO
4784;ESPINOSA, MG
4785;RAJA GABAGLIA, MG
4786;XINGU, PA
4787;ALTO DA BOA VISTA, SP
4788;ALTO DO IPIRANGA, SP
4789;FAZENDA DA JUTA, SP
4790;VILA CLEMENTINO, SP
4791;ITARIRI, SP
4792;MORUNGABA, SP
4793;MACUNIS, SP
4794;JARINU, SP
4796;SERRA DO MAR, RJ
4797;MATATU, BA
4798;PARQUE DE PITUACU, BA
4799;AV JOANA ANGELICA, BA
4800;COSTA AZUL, BA
4801;PITUBA PRIVILEGE, BA
4802;PELOURINHO, BA
4803;SHOPPING BELA VISTA, BA
4804;FAZENDA GRANDE DO RETIRO, BA
4805;SANTA TEREZINHA DE GOIAS, GO
4806;BOSQUE DAS ARAPIRACAS, AL
4808;TABULEIRO DOS MARTINS, AL
4809;ARROIO GRANDE, RS
4810;PARCAO, RS
4811;TENENTE PORTELA, RS
4812;BAIRRO LIBERDADE, RS
4813;ASA GIGANTE, AL
4814;CAMPINORTE, GO
4815;JUIZADOS ESPECIAIS DO RECIFE, PE
4816;GOIANAPOLIS, GO
4817;IGUAI, BA
4818;RUY BARBOSA DA BAHIA, BA
4819;PALMAS DE MONTE ALTO, BA
4820;AV MARCELINO PIRES, MS
4822;GUAPO, GO
4823;PARAHYBA, PB
4824;CAIXA D AGUA, BA
4825;MORRO DO CHAPEU, BA
4826;MURITIBA, BA
4827;NOVA SOURE, BA
4828;CANION DO SAO FRANCISCO, BA
4829;PILAO ARCADO, BA                   
4830;QUEIMADAS, BA
4831;RIACHAO DAS NEVES, BA
4832;RIACHO DE SANTANA, BA
4833;SANTA LUZ, BA
4834;QUITUNGO, RJ
4835;ALTO TAQUARI, MT
4836;URUGUAI, RJ
4837;AV PRESIDENTE WILSON, RJ
4838;AVENIDA BARAO DE TEFE, RJ
4839;QUITANDA, RJ
4840;RUA DA RELACAO, RJ
4841;ALUMINIO, SP
4842;VILA LUZITA, SP
4843;HELIOPOLIS, SP
4844;NOVO RIO, RJ
4845;SAO JOSE DE MIPIBU, RN
4846;PLATAFORMA EMPRESARIAL, SP
4847;CENTERVALE SHOPPING, SP
4848;VILA PESTANA, SP
4849;VILA MARCONDES, SP
4850;GUARAREMA, SP
4851;MOOCA PLAZA SHOPPING, SP
4852;SHOPPING METRO SANTA CRUZ, SP
4853;PAULISTA SAO LUIS, SP
4854;GUAPIMIRIM, RJ
4855;BAIRRO SALGADO FILHO, MG
4861;LOURDES, MG
4869;COCALZINHO, GO
4871;PATY DO ALFERES, RJ
4872;TANGUA, RJ
4873;GUABIRUBA, SC
4874;UMBAUBA, SE
4875;CAPELA SERGIPE, SE
4876;ESCOLA AGRICOLA, SC
4877;SAO VICENTE DE ITAJAI, SC
4878;NOVA VENEZA, SC
4879;SIQUEIRA, CE
4880;GRAMACHO, RJ
4881;SANTA CRUZ DA SERRA, RJ
4882;AV AYRTON SENNA, RN
4883;AV PRUDENTE DE MORAIS, RN
4884;GUAMARE, RN
4885;EDUCADORA NOILDE RAMALHO, RN
4886;TOUROS, RN
4887;SAO MIGUEL, RN
4888;NOVA PARNAMIRIM, RN
4889;RUA MORAES BARROS, SP
4890;AV DANILO GALEAZZI, SP
4891;POZZOBON, SP
4892;WANEL VILLE, SP
4893;LUIS ANTONIO, SP
4894;PEDREGULHO, SP
4895;ELOY CHAVES, SP
4896;AV VITAL BRASIL, SP
4897;SANTO ANTONIO DE POSSE, SP
4898;JARDIM LONDRES, SP
4899;ESTACAO PAULISTA, SP
4900;PRACA FLORIANO PEIXOTO, SP
4901;CIDADE DE CHARQUEADA, SP
4905;PAMPLONA, SP
4906;VILA HORTOLANDIA, SP
4907;LARGO DO ROSARIO, SP
4908;BAIRRO VILA VIRGINIA, SP
4909;AV DOS ESPORTES, SP
4910;SANTA FELICIA, SP
4912;ALTO DO RODRIGUES, RN
4913;PEDRAS DE FOGO, PB
4914;BESSA, PB
4915;BANCARIOS, PB
4916;PICUI, PB
4917;SAO BENTO DA PARAIBA, PB
4918;RUA ALBANO SCHMIDT, SC
4919;MEIO NORTE, MA
4924;COCAL DO SUL, SC
4937;ANAPOLINA, GO
4938;SALTO DO JACUI, RS
4939;NOVA HARTZ, RS
4941;HIDROLANDIA, GO
4942;AV VETORASSO, SP
4943;MARRECAS, PR
4944;RUA DO PRADO, RJ
4945;RUA AUGUSTO DE VASCONCELOS, RJ
4946;GUARATIBA, RJ
4947;AV DOM HELDER CAMARA, RJ
4948;ESTACAO LUCAS, RJ
4949;AV AMARO CAVALCANTE, RJ
4950;PREFEITURA MUNICIPAL RAFARD, SP
4951;BELEM DA SERRA, SP
4952;PIRACAIA, SP
4953;PORTEIRINHA,MG
4954;PREFEITURA MUNICIPAL GUARANI, MG
4955;PREFEITURA MUNICIPAL PIRAJUBA, MG
4956;BANDEIRA DO SUL, MG
4957;PREFEITURA MUNICIPAL PIRANGUINHO,MG
4958;PREFEITURA MUNICIPAL CURITIBA, PR
4959;SAO FRANCISCO DE GOIAS, GO
4964;ANA LUCIA, MG
4971;CSN PATIO SOM, RJ
4972;BAIRRO CORACAO EUCARISTICO, MG
4973;MADRE DE DEUS, BA
4974;BARRA DO CHOCA, BA
4975;CARINHANHA, BA
4976;IMIP, PE
4977;QUATIS, RJ
4978;NOVA CIDADE, RJ
4979;BURITIS DE MINAS, MG
4980;JUSTINOPOLIS, MG
4981;PARQUE VEIGA JARDIM, GO
4982;PORTAL DO SERTAO, PB
4983;HORTENSIAS, SP
4984;MANCHESTER PAULISTA, SP
4985;JULIO DE MESQUITA,SP
4986;AMERICA DO SUL, SP
4987;JARDIM D ABRIL, SP
4988;BRASILANDIA, SP
4989;SALESOPOLIS, SP
4990;ALTO DO JARAGUA, SP
4991;ENGENHEIRO COELHO, SP
4992;CORPORATIVO CONSTRUCAO CIVIL
4993;BARRINHA, SP
4994;IBITIRAMA, SP
4995;TERRA DAS AGUAS, PE
4996;BUIQUE, PE
4997;CSN ZONA LESTE, RJ
7064;FORUM CARUARU, PE
7570;FORUM CEILANDIA, DF
7572;FORUM DE TAGUATINGA, DF
7589;JUSTICA TRABALHO CAMPINA GRANDE, PB
7590;FORUM LUZIANIA, GO
7594;JUSTICA FEDERAL DE CARUARU, PE
7609;JUNTA CONCILIACAO E JULGAMENTO, MG
7830;JUSTICA TRABALHO NOVA ESPERANCA, PR
7870;JUSTICA FEDERAL PARANAVAI, PR
7872;JUSTICA FEDERAL CAMPO MOURAO, PR
7918;FORUM CAMPO MOURAO, PR
7919;FORUM CIANORTE, PR
7920;JUSTICA DO TRABALHO CIANORTE, PR
7921;FORUM PARANAVAI, PR
7922;BANDEIRA DO SUL, MG
7923;EMBRAPA, DF
7924;512 NORTE ED JOSE ALENCAR, DF
7925;UNIVERSITARIO UFPE, PE
7926;PJ EMPRESARIAL SHOPPING DA BAHIA,BA
7927;REPAR ARAUCARIA, PR
7928;RIO POUPA TEMPO SHOP GRANDE RIO, RJ
7929;CASA DO EMPREENDEDOR, SP
7930;BARCO ILHA DE MARAJO, PA
7931;JT LIMEIRA, SP
7933;PETROBRAS REVAP, SP
7934;PREF MUNICIPAL ARIQUEMES, RO
7935;PREF MUNICIPAL CARAPICUIBA, SP
7936;CLUBE DE REGATAS FLAMENGO, RJ
7937;PREF MUNICIPAL CAPIXABA, AC
7938;CIDADE DA JUSTICA, AC
7939;PREF MUN MARECHAL THAUMATURGO, AC
7940;TRT PORTO VELHO, RO
7941;PREF MUN ITAPECERICA DA SERRA, SP
7942;PREFEITURA DE EMBU DAS ARTES, SP
7943;PREFEITURA MUNICIPAL ARAPIRACA, AL
7944;PREFEITURA MUNICIPAL CAJUEIRO, AL
7945;PREFEITURA MUNICIPAL DE SOBRAL, CE
7946;TRT BOM JESUS DA LAPA, BA
7947;PETROBRAS RIO, RJ
7949;FORUM TELEMACO BORBA, PR
7950;CEDETEG, PR
